codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
024021;"Camisano Vicentino";"Camisano Vicentino";;36043;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;B485;45,5219846;11,7140053;29,3053
024022;"Campiglia dei Berici";"Campiglia dei Berici";;36020;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;B511;45,3361939;11,5385758;11,0216
024024;Carrè;Carrè;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;B835;45,7476688;11,4588357;8,4879
024025;Cartigliano;Cartigliano;;36050;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;B844;45,7139333;11,6940061;7,3798
024026;Cassola;Cassola;;36022;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C037;45,7331237;11,7982861;12,8487
024027;Castegnero;Castegnero;;36020;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C056;45,4378852;11,5999313;11,4462
024028;Castelgomberto;Castelgomberto;;36070;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C119;45,5851548;11,3945924;17,4623
024029;Chiampo;Chiampo;;36072;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C605;45,5450529;11,2814224;22,7327
024030;Chiuppano;Chiuppano;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C650;45,7613656;11,4641388;4,4240
024032;"Cogollo del Cengio";"Cogollo del Cengio";;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C824;45,7863280;11,4206591;37,0152
024034;"Cornedo Vicentino";"Cornedo Vicentino";;36073;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D020;45,6139068;11,3434426;23,6473
024035;Costabissara;Costabissara;;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D107;45,5851831;11,4875330;13,3867
024036;Creazzo;Creazzo;;36051;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D136;45,5321472;11,4790011;10,9142
024037;Crespadoro;Crespadoro;;36070;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D156;45,6195713;11,2262542;29,9315
024038;Dueville;Dueville;;36031;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D379;45,6362183;11,5483237;19,2669
024039;Enego;Enego;;36052;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D407;45,9405126;11,7092305;52,4076
024040;"Fara Vicentino";"Fara Vicentino";;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D496;45,7403949;11,5473874;15,8136
024041;Foza;Foza;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D750;45,8963663;11,6309769;35,4913
024042;Gallio;Gallio;;36032;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D882;45,8921830;11,5493285;47,7692
024043;Gambellara;Gambellara;;36053;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D897;45,4617531;11,3411532;13,1513
024046;"Grisignano di Zocco";"Grisignano di Zocco";;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E184;45,4753995;11,6992936;17,0856
024047;"Grumolo delle Abbadesse";"Grumolo delle Abbadesse";;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E226;45,5158331;11,6624322;15,4035
024048;"Isola Vicentina";"Isola Vicentina";;36033;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E354;45,6294461;11,4425844;26,5624
024049;Laghi;Laghi;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E403;45,8242433;11,2732926;22,5532
024050;Lastebasse;Lastebasse;;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E465;45,9161519;11,2709816;18,7746
024051;Longare;Longare;;36023;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E671;45,4786943;11,6070851;22,8925
024052;Lonigo;Lonigo;;36045;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E682;45,3887612;11,3867847;48,3029
024053;"Lugo di Vicenza";"Lugo di Vicenza";;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E731;45,7540807;11,5223689;14,8091
024055;Malo;Malo;;36034;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E864;45,6586903;11,4042994;30,3779
024056;"Marano Vicentino";"Marano Vicentino";;36035;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E912;45,6923580;11,4303062;12,7758
024057;Marostica;Marostica;;36063;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E970;45,7473893;11,6559215;36,9572
024060;"Montebello Vicentino";"Montebello Vicentino";;36054;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F442;45,4574930;11,3854989;22,2435
024061;"Montecchio Maggiore";"Montecchio Maggiore";;36075;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F464;45,5060202;11,4075531;30,2184
024062;"Montecchio Precalcino";"Montecchio Precalcino";;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F465;45,6634585;11,5614929;14,7563
024063;"Monte di Malo";"Monte di Malo";;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F486;45,6609341;11,3618731;23,9784
024064;Montegalda;Montegalda;;36047;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F514;45,4439518;11,6724410;16,9770
024065;Montegaldella;Montegaldella;;36047;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F515;45,4369720;11,6728131;13,2192
024066;Monteviale;Monteviale;;36050;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F662;45,5599798;11,4566028;8,3838
024067;"Monticello Conte Otto";"Monticello Conte Otto";;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F675;45,5953203;11,5805304;10,4500
024068;"Montorso Vicentino";"Montorso Vicentino";;36050;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F696;45,4896411;11,3621649;9,2887
024070;Mussolente;Mussolente;;36065;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F829;45,7788164;11,8007713;14,6526
024071;Nanto;Nanto;;36024;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F838;45,4248194;11,5924507;14,5457
024072;"Nogarole Vicentino";"Nogarole Vicentino";;36070;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F922;45,5595840;11,2881754;9,3237
024073;Nove;Nove;;36055;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F957;45,7247706;11,6793546;7,8383
024074;"Noventa Vicentina";"Noventa Vicentina";;36025;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F964;45,2912510;11,5395561;23,3062
024075;Orgiano;Orgiano;;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G095;45,3517994;11,4661503;18,2613
024076;Pedemonte;Pedemonte;;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G406;45,9085706;11,3061669;11,8719
024077;Pianezze;Pianezze;;36060;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G560;45,7388750;11,6245642;5,2165
024078;"Piovene Rocchette";"Piovene Rocchette";;36013;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G694;45,7588651;11,4300887;12,4972
024079;"Pojana Maggiore";"Pojana Maggiore";;36026;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G776;45,2920721;11,5013277;28,0336
024080;Posina;Posina;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G931;45,7904588;11,2609301;43,8455
024081;"Pove del Grappa";"Pove del Grappa";;36020;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G943;45,7988260;11,7289807;9,7364
024082;Pozzoleone;Pozzoleone;;36050;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G957;45,6493122;11,6790718;11,4216
024083;"Quinto Vicentino";"Quinto Vicentino";;36050;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H134;45,5729623;11,6251904;17,4562
024084;"Recoaro Terme";"Recoaro Terme";;36076;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H214;45,7049788;11,2260480;60,2401
024085;Roana;Roana;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H361;45,8633161;11,4722782;77,5529
024086;"Romano d'Ezzelino";"Romano d'Ezzelino";;36060;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H512;45,7746624;11,7707139;21,5548
024087;Rosà;Rosà;;36027;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H556;45,7249403;11,7622407;24,2348
024088;"Rossano Veneto";"Rossano Veneto";;36028;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H580;45,7045310;11,7994258;10,7182
024089;Rotzo;Rotzo;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H594;45,8638268;11,3999520;28,7365
024090;Salcedo;Salcedo;;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;F810;45,7586658;11,5656067;6,0502
024091;Sandrigo;Sandrigo;;36066;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H829;45,6617718;11,6028768;27,6707
024094;"San Pietro Mussolino";"San Pietro Mussolino";;36070;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I117;45,5874049;11,2571208;3,8348
024095;Santorso;Santorso;;36014;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I353;45,7374649;11,3899874;13,5854
024096;"San Vito di Leguzzano";"San Vito di Leguzzano";;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I401;45,6816835;11,3760488;6,2918
024097;Sarcedo;Sarcedo;;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I425;45,7082008;11,5263699;13,7412
024098;Sarego;Sarego;;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I430;45,4071249;11,4046094;24,2349
024099;Schiavon;Schiavon;;36060;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I527;45,6977167;11,6451703;11,9673
024100;Schio;Schio;;36015;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I531;45,7130770;11,3569936;65,3857
024101;Solagna;Solagna;;36020;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I783;45,8169031;11,7177505;15,6651
024102;Sossano;Sossano;;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I867;45,3588878;11,5103653;20,5009
024104;"Tezze sul Brenta";"Tezze sul Brenta";;36056;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L156;45,6873222;11,7035351;17,8711
024105;Thiene;Thiene;;36016;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L157;45,7073550;11,4786221;19,7687
024106;"Tonezza del Cimone";"Tonezza del Cimone";;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D717;45,8582126;11,3464822;14,0556
024107;Torrebelvicino;Torrebelvicino;;36036;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L248;45,7188669;11,3082439;21,1651
024108;"Torri di Quartesolo";"Torri di Quartesolo";;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L297;45,5195661;11,6162872;18,5156
024110;Trissino;Trissino;;36070;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L433;45,5649209;11,3745773;21,3335
024111;Valdagno;Valdagno;;36078;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L551;45,6451460;11,2994587;49,8856
024112;Valdastico;Valdastico;;36040;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L554;45,8825612;11,3637394;23,5341
024113;"Valli del Pasubio";"Valli del Pasubio";;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L624;45,7410722;11,2603616;49,1444
024115;"Velo d'Astico";"Velo d'Astico";;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L723;45,7887810;11,3666999;21,8683
024116;Vicenza;Vicenza;;36100;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;SI;L840;45,5477021;11,5454113;80,8460
024117;Villaga;Villaga;;36021;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;L952;45,4021008;11,5344366;23,5413
024118;Villaverla;Villaverla;;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M032;45,6550004;11,4935830;16,1695
024119;Zanè;Zanè;;36010;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M145;45,7202870;11,4536651;7,6628
024120;Zermeghedo;Zermeghedo;;36050;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M170;45,4755592;11,3689997;3,0103
024121;Zovencedo;Zovencedo;;36020;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M194;45,4284152;11,5026209;9,5349
024122;Zugliano;Zugliano;;36030;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M199;45,7335946;11,5214183;13,5281
024123;"Val Liona";"Val Liona";;36044;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M384;45,4210981;11,4638462;27,4190
024124;"Barbarano Mossano";"Barbarano Mossano";;36048;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M401;45,4101349;11,5394798;32,8943
024125;Valbrenta;Valbrenta;;36029;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M423;45,8576957;11,6608060;94,1487
024126;Colceresa;Colceresa;;36064;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M426;45,7182167;11,6069203;19,2655
024127;"Lusiana Conco";"Lusiana Conco";;36046;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M427;45,7982817;11,6051891;60,8595
024128;Sovizzo;Sovizzo;;36049;VI;Vicenza;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;M436;45,5608960;11,4352314;23,5472
025001;Agordo;Agordo;;32021;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;A083;46,2817715;12,0330418;23,9590
025003;Alleghe;Alleghe;;32022;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;A206;46,4067101;12,0206164;29,3998
025004;Arsiè;Arsiè;;32030;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;A443;45,9844055;11,7578548;64,7576
025005;"Auronzo di Cadore";"Auronzo di Cadore";;32041;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;A501;46,5499622;12,4449302;220,7530
025006;Belluno;Belluno;;32100;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;SI;A757;46,1382162;12,2165030;147,8352
025007;"Borca di Cadore";"Borca di Cadore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;A982;46,4383584;12,2186670;26,5851
025008;"Calalzo di Cadore";"Calalzo di Cadore";;32042;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;B375;46,4473463;12,3803953;43,0933
025010;"Cencenighe Agordino";"Cencenighe Agordino";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C458;46,3512168;11,9664536;18,4043
025011;Cesiomaggiore;Cesiomaggiore;;32030;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C577;46,0886676;11,9874111;82,1983
025012;"Chies d'Alpago";"Chies d'Alpago";;32010;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C630;46,1723775;12,3869656;44,6463
025013;"Cibiana di Cadore";"Cibiana di Cadore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C672;46,3919151;12,2906347;21,4782
025014;"Colle Santa Lucia";"Colle Santa Lucia";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C872;46,4474444;12,0140535;15,2162
025015;"Comelico Superiore";"Comelico Superiore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C920;46,5887605;12,5160324;95,6402
025016;"Cortina d'Ampezzo";"Cortina d'Ampezzo";;32043;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;A266;46,5366396;12,1384911;253,3428
025017;"Danta di Cadore";"Danta di Cadore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D247;46,5669502;12,5201472;8,3265
025018;"Domegge di Cadore";"Domegge di Cadore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D330;46,4603058;12,4158237;49,9810
025019;Falcade;Falcade;;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D470;46,3583517;11,8724672;53,1859
025021;Feltre;Feltre;;32032;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D530;46,0175889;11,9101867;99,9048
025022;Fonzaso;Fonzaso;;32030;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;D686;46,0179976;11,7997209;27,4331
025023;"Canale d'Agordo";"Canale d'Agordo";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;B574;46,3605465;11,9150471;46,3960
025025;Gosaldo;Gosaldo;;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E113;46,2206503;11,9559592;48,6679
025026;Lamon;Lamon;;32033;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E429;46,0472759;11,7486734;54,5941
025027;"La Valle Agordina";"La Valle Agordina";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E490;46,2824146;12,0680897;48,6727
025029;Limana;Limana;;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E588;46,0991700;12,1807741;39,0554
025030;"Livinallongo del Col di Lana";"Livinallongo del Col di Lana";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E622;46,4815058;11,9543975;99,9714
025032;"Lorenzago di Cadore";"Lorenzago di Cadore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E687;46,4799423;12,4596805;27,2342
025033;"Lozzo di Cadore";"Lozzo di Cadore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;E708;46,4849058;12,4427645;30,7938
025035;"Ospitale di Cadore";"Ospitale di Cadore";;32010;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G169;46,3289108;12,3232592;38,6120
025036;Pedavena;Pedavena;;32034;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G404;46,0397686;11,8813978;25,0811
025037;"Perarolo di Cadore";"Perarolo di Cadore";;32010;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G442;46,3966496;12,3552762;44,5054
025039;"Pieve di Cadore";"Pieve di Cadore";;32044;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;G642;46,4295398;12,3745856;67,5606
025040;"Ponte nelle Alpi";"Ponte nelle Alpi";;32014;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;B662;46,1743601;12,3014960;57,4390
025043;"Rivamonte Agordino";"Rivamonte Agordino";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H327;46,2573175;12,0261986;22,8685
025044;"Rocca Pietore";"Rocca Pietore";;32023;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H379;46,4347251;11,9775763;73,0907
025045;"San Gregorio nelle Alpi";"San Gregorio nelle Alpi";;32030;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;H938;46,1032856;12,0262451;19,8143
025046;"San Nicolò di Comelico";"San Nicolò di Comelico";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I063;46,5823189;12,5278755;24,2988
025047;"San Pietro di Cadore";"San Pietro di Cadore";;32040;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I088;46,5709685;12,5858700;52,3471
025048;"Santa Giustina";"Santa Giustina";;32035;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I206;46,0834481;12,0419725;34,8725
025049;"San Tomaso Agordino";"San Tomaso Agordino";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I347;46,3812489;11,9751610;19,6386
025050;"Santo Stefano di Cadore";"Santo Stefano di Cadore";;32045;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;C919;46,5576822;12,5497265;100,5732
025051;"San Vito di Cadore";"San Vito di Cadore";;32046;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I392;46,4616773;12,2050545;61,2081
025053;Sedico;Sedico;;32036;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I563;46,1107838;12,0973836;91,5334
025054;"Selva di Cadore";"Selva di Cadore";;32020;BL;Belluno;Provincia;05;Veneto;"statuto ordinario";Nord-est;NO;I592;46,4515650;12,0346619;33,7854
